Head Debut : 2019/04/30 03:45:53 , Temps d'execution : 6363 secondes , Variation de p_mutation entre 0 et 100 (en %) avec un pas de 10, Variation de nmb_gens de 1 a 50
86.6128,96.115,99.102,98.4197,98.2513,98.0656,98.2343,98.8468,96.1118,97.939,97.888,97.4442,96.3084,97.4033,97.5484,97.8715,97.3197,98.1688,97.2418,97.2721,97.3707,96.8393,97.4334,97.2643,98.4127,97.7615,97.5091,97.1916,97.2311,97.4019,97.348,97.3955,97.677,97.3428,97.3658,97.3526,97.5363,97.2406,97.0776,97.8699,97.0002,97.4324,97.7894,97.6784,97.1421,97.4118,97.0918,97.4405,97.3709
97.6458,94.9398,99.4808,98.0991,95.959,97.1585,97.6601,97.029,97.158,97.3348,96.9142,96.7007,98.3893,97.6031,97.4498,97.456,97.3915,97.256,97.4464,96.7673,97.3884,97.0607,97.2913,97.2904,97.2805,97.1645,96.8352,97.3741,97.3159,97.1943,97.2908,97.2006,97.3686,97.1492,97.3212,97.3756,97.2363,97.2037,97.2935,97.592,97.443,97.2633,97.2899,97.3556,97.1752,97.4332,97.3279,97.3941,97.2993
97.0076,95.0014,97.6462,98.3873,97.948,97.3562,97.0895,97.4538,97.6334,97.3082,97.2362,97.3047,97.2177,97.182,97.4568,97.3189,97.6225,97.4613,97.5654,97.4002,97.4972,97.1091,97.1407,97.2748,97.3801,97.4375,96.8868,97.5117,97.465,97.4336,97.3728,97.3463,97.301,97.4158,97.171,97.3225,97.3403,97.5769,97.3386,97.1845,97.4004,97.4262,97.2073,97.3687,97.414,97.3276,97.317,97.3214,97.472
99.1908,98.3814,96.4749,97.8333,96.4542,97.6883,97.7243,97.668,97.0433,97.432,97.1808,97.1626,96.8481,96.9329,97.3745,97.4306,97.3652,97.1759,97.3243,97.3807,97.6319,97.2757,97.471,97.1766,97.0671,97.2738,96.8907,97.3939,97.52,97.313,97.523,97.4381,97.3395,97.1979,97.5112,97.4833,97.3491,97.4213,97.2621,97.3006,97.3066,97.2734,97.3344,97.1473,97.325,97.4164,97.3676,97.3358,97.4627
92.6988,97.0982,94.325,97.7184,99.1845,97.4441,97.0738,98.086,97.5689,97.7528,97.2939,97.2698,97.4882,97.4479,97.2777,97.4899,97.2923,97.3457,97.3507,97.5108,97.2802,97.4943,97.3807,97.3585,97.2189,97.5076,97.3076,97.3778,97.3612,97.509,97.3194,97.3413,97.1361,97.4168,97.3155,97.4481,97.3008,97.2755,97.3291,97.2896,97.2963,97.492,97.3348,97.2734,97.339,97.3653,97.2762,97.5022,97.349
94.4261,95.8099,97.3233,98.7023,97.5502,96.9613,97.4781,97.191,97.395,97.1956,97.3657,97.4875,97.3828,97.7961,97.4226,97.5135,97.4797,97.2715,97.4493,97.3908,97.3798,97.5379,97.4984,97.3152,97.3323,97.5643,97.1348,97.3303,97.2962,97.3646,97.3007,97.4398,97.4607,97.4721,97.3773,97.4639,97.4016,97.2349,97.3101,97.3991,97.317,97.2059,97.3382,97.3137,97.3196,97.3176,97.2975,97.3248,97.3525
97.1007,99.0266,96.4821,97.5688,98.6697,97.5465,97.069,97.1508,97.0764,96.8315,97.2526,97.2913,97.4392,97.2776,97.6011,97.3944,97.6847,97.4134,97.4378,97.3947,97.5354,97.2662,97.2042,97.2268,97.3961,97.3348,97.3519,97.3819,97.3129,97.3053,97.3666,97.2722,97.3385,97.2928,97.3998,97.3453,97.3324,97.4118,97.5297,97.3039,97.2023,97.3372,97.4502,97.3033,97.3213,97.3941,97.2831,97.3467,97.3406
98.6864,99.4525,97.5266,97.7858,97.1151,97.5036,97.1458,97.0759,97.272,97.4694,97.6197,97.1871,97.5393,97.3689,97.3428,97.5206,97.3622,97.301,97.3558,97.2663,97.2477,97.5023,97.4886,97.3101,97.3436,97.3371,97.5002,97.2984,97.4471,97.3396,97.3311,97.432,97.3443,97.3248,97.3036,97.4098,97.3375,97.4007,97.3328,97.5615,97.2889,97.3299,97.2721,97.3097,97.3572,97.3528,97.378,97.3071,97.3874
96.5851,97.9526,97.1836,97.8495,98.2572,97.5617,97.414,97.7077,96.9513,97.2966,97.0761,97.3242,97.5748,97.3555,97.3048,97.1077,97.4461,97.3978,97.324,97.283,97.3541,97.3884,97.3229,97.3673,97.2848,97.3423,97.2973,97.332,97.3528,97.257,97.3622,97.3419,97.3984,97.4411,97.3893,97.3592,97.3796,97.3419,97.332,97.3384,97.3628,97.3037,97.3551,97.3628,97.3692,97.3298,97.3462,97.3257,97.2328
104.595,97.3082,97.3068,97.2669,97.5249,97.5189,97.2534,97.2531,97.4072,97.0761,97.3666,97.3333,97.2796,97.3476,97.3603,97.4126,97.4417,97.4862,97.3559,97.6287,97.5801,97.3553,97.379,97.3573,97.4411,97.2685,97.4051,97.3602,97.427,97.3216,97.2849,97.3995,97.4007,97.3541,97.3895,97.3532,97.3553,97.3427,97.3867,97.3393,97.3987,97.2881,97.3504,97.3407,97.3194,97.3615,97.3295,97.3357,97.3321
98.1417,98.9588,97.8278,97.4686,98.4387,97.0333,97.5165,97.6476,97.7361,97.3538,97.4111,97.2528,97.2739,96.8373,97.2649,97.2032,97.394,97.2277,97.3786,97.3342,97.2425,97.2889,97.3809,97.3292,97.3232,97.4698,97.4276,97.3328,97.3419,97.3459,97.4544,97.2845,97.4286,97.3448,97.3753,97.2823,97.3477,97.3545,97.3937,97.4227,97.3685,97.2545,97.3538,97.3508,97.3955,97.3159,97.3107,97.3901,97.3337
