Head Debut : 2019/04/30 02:01:03 , Temps d'execution : 6289 secondes , Variation de p_crossover entre 0 et 100 (en %) avec un pas de 10, Variation de nmb_gens de 1 a 50
84.6765,96.8065,97.4691,97.5392,98.3917,96.0587,97.2517,97.3294,96.9951,97.2989,97.0918,97.1762,97.3053,97.0875,97.5047,97.7328,97.177,97.377,97.4031,97.3246,97.185,97.3603,97.3347,97.3799,97.3645,97.5535,97.3335,97.3253,97.2473,97.5507,97.1857,97.2695,97.3158,97.2577,97.2113,97.371,97.3611,97.4072,97.342,97.2371,97.3539,97.1915,97.3456,97.4105,97.4198,97.3405,97.3691,97.4251,97.3917
99.3459,99.6717,97.2581,96.6221,97.5949,97.9607,97.2305,97.8343,97.3437,97.2784,97.3897,97.3854,97.521,97.1287,97.0059,97.1636,97.5398,97.2446,97.4821,97.5879,97.3953,97.4445,97.4308,97.4974,97.2268,97.3826,97.5552,97.3099,97.2416,97.2924,97.3477,97.2094,97.3159,97.2816,97.3235,97.3076,97.297,97.3898,97.3499,97.2319,97.5083,97.3975,97.4827,97.291,97.4054,97.338,97.2204,97.3061,97.3428
100.9808,98.4164,97.1002,96.4726,97.3058,98.1296,96.9753,97.797,97.2288,97.4062,97.4573,97.1241,97.3531,97.5262,97.4619,97.4929,97.7108,97.4607,97.5025,97.4701,97.5855,97.3531,97.6061,97.3476,97.1346,97.4498,97.4091,97.3399,97.3655,97.2625,97.4238,97.2506,97.2465,97.3244,97.5491,97.4827,97.4434,97.3015,97.3606,97.3953,97.3482,97.35,97.3268,97.3581,97.3093,97.4262,97.2906,97.2921,97.3635
94.8337,97.593,98.8819,97.9476,97.6481,97.5597,97.2079,97.4161,97.5519,97.3243,97.2304,97.3428,97.3813,97.4576,97.2144,97.35,97.1326,97.3566,97.3812,97.4548,97.1418,97.4485,97.3458,97.3899,97.4532,97.1391,97.5459,97.3419,97.3981,97.26,97.4208,97.3336,97.3815,97.3424,97.4226,97.3706,97.2608,97.2918,97.3617,97.3523,97.3751,97.3955,97.3251,97.3758,97.3865,97.2871,97.5082,97.2548,97.2812
95.6216,93.8379,97.6903,97.1796,97.9677,97.3275,97.6228,97.4291,97.715,97.9245,97.668,97.7535,96.9611,97.2691,97.3696,97.2378,97.3424,97.2225,97.351,97.3582,97.3803,97.3203,97.3524,97.0525,97.3911,97.417,97.3065,97.4052,97.2488,97.3232,97.2127,97.3886,97.4559,97.3951,97.3089,97.3402,97.3333,97.3397,97.3476,97.346,97.3472,97.3339,97.2594,97.1339,97.1886,97.2612,97.2935,97.3174,97.4096
100.4519,104.4952,98.0145,98.3337,97.8754,97.3596,97.4291,97.1502,97.9223,97.6982,97.5642,97.1115,97.25,97.52,97.7143,97.6918,97.4262,97.2252,97.3446,97.0981,97.1735,97.3615,97.6672,97.2309,97.4056,97.4225,97.3031,97.3901,97.1428,97.3074,97.4415,97.4306,97.21,97.4278,97.572,97.3434,97.2905,97.3572,97.3483,97.3639,97.37,97.3971,97.3432,97.3464,97.3317,97.2266,97.3296,97.3506,97.3394
103.7307,95.9447,96.5973,97.5276,96.4948,97.0618,97.2128,97.51,97.5092,97.4241,97.3444,97.423,97.254,97.285,97.3305,97.3261,97.3813,97.4512,97.2484,97.2686,97.3677,97.3319,97.3378,97.3352,97.4425,97.4119,97.2739,97.119,97.3413,97.3053,97.3481,97.3377,97.3861,97.4109,97.2937,97.3947,97.3294,97.4925,97.3892,97.3649,97.3438,97.3005,97.0388,97.2571,97.412,97.3224,97.2265,97.3276,97.3649
97.5922,97.3945,96.5292,95.0924,96.8778,98.2435,97.3075,97.2893,97.253,97.4057,97.1205,97.4163,97.2855,97.3296,97.2858,97.295,97.0324,97.2955,97.2806,97.3524,97.3047,97.3566,97.4403,97.4718,97.4258,97.3851,97.517,97.4132,97.3335,97.3785,97.3975,97.4111,97.1767,97.4263,97.2095,97.4634,97.3883,97.2915,97.3264,97.3352,97.3657,97.3892,97.3248,97.3744,97.3648,97.4086,97.297,97.307,97.304
98.2628,99.0607,97.7102,96.6804,97.3293,97.6572,97.0983,97.4553,97.432,97.07,97.5305,97.5222,97.3138,97.0935,97.2988,97.3382,97.3861,97.5071,97.3471,97.2642,97.3988,97.3723,97.4179,97.4534,97.2882,97.4562,97.2309,97.3524,97.2813,97.416,97.341,97.284,97.1936,97.2431,97.4394,97.2482,97.2918,97.3624,97.3189,97.3202,97.3258,97.4275,97.282,97.3158,97.2713,97.2927,97.3237,97.3248,97.3661
96.6734,96.3191,95.4977,98.1271,97.6637,97.4356,97.2382,97.1268,97.0205,97.3702,97.3438,97.2443,97.3414,97.4035,97.3332,97.3985,97.3835,97.4245,97.265,97.1901,97.4572,97.3572,97.4358,97.3907,97.2795,97.2263,97.4131,97.4034,97.2794,97.4041,97.3684,97.46,97.3586,97.3033,97.2608,97.3231,97.3473,97.2916,97.3746,97.3096,97.3796,97.358,97.3945,97.3229,97.3391,97.4289,97.2127,97.3603,97.2659
98.0068,100.8793,97.9226,97.2559,97.4385,97.4888,96.9103,97.6667,97.2166,97.2109,97.2639,97.2486,97.3277,97.3933,97.1083,97.4558,97.5477,97.5222,97.4076,97.4534,97.3156,97.3077,97.2895,97.2918,97.3462,97.3258,97.2099,97.3974,97.3804,97.3545,97.4477,97.2171,97.3496,97.3818,97.3884,97.2617,97.2925,97.3313,97.3185,97.4189,97.3269,97.41,97.3895,97.3576,97.3404,97.2297,97.4304,97.4257,97.3401
