Head Début : 2019/04/27 00:34:40 , Temps d'exécution : 58268 secondes , Variation de pop_size entre 10 et 500 avec un pas de 10, Variation de nmb_gens de 0 à 100
2241.3262,491.4753,506.4555,495.2182,502.5383,496.7892,489.6406,492.012,492.9721,489.847
83.2385,491.6487,488.5664,496.5109,487.7056,491.5281,488.5355,487.217,492.3349,491.5911
1872.8911,496.2403,496.6669,492.1668,489.821,490.295,490.0409,487.5464,490.1133,491.787
127.1042,502.0311,495.1189,492.3019,493.2918,488.7079,489.4589,487.2422,488.3416,488.6207
1739.4821,490.9117,493.3287,488.3523,491.252,490.5555,488.3345,489.7696,486.5821,489.4737
2156.571,494.2855,489.8536,492.5414,487.9642,492.1631,489.2239,487.9878,488.182,487.8249
1321.4273,489.8363,500.7856,489.0747,490.7351,487.6964,488.3337,490.3285,487.914,488.2973
1671.3651,497.3168,487.9042,488.0809,489.8041,488.1995,486.1549,487.1816,488.696,489.5479
2470.069,490.6279,489.1383,491.7054,490.0181,489.3982,487.243,488.3358,488.2006,488.8374
2506.7676,491.62,490.6423,489.8989,490.1143,488.9592,487.6074,487.9803,487.9605,486.4988
1993.9665,489.7666,488.6394,486.3355,487.6625,489.4519,489.9141,487.5235,488.0856,485.8032
2120.9478,495.8819,491.4514,489.191,489.0256,488.4054,487.2674,487.7906,487.8117,486.7166
2482.2201,489.9443,488.7936,488.5002,490.3444,486.9018,487.8234,486.266,487.0167,487.1896
1842.1288,498.7546,492.2326,486.6436,488.8339,487.4705,487.9084,486.722,488.252,487.4487
2110.5719,495.656,488.2959,488.7298,486.2044,487.4468,487.376,488.299,486.4719,487.3401
2244.447,492.145,488.9318,490.3982,487.7556,488.0592,486.6863,486.5021,487.1838,486.9142
2074.2912,489.7021,487.5806,488.377,487.5508,486.9518,486.3936,487.4014,486.9254,486.7094
1586.3836,489.0091,486.6734,490.6353,489.7503,487.1687,487.2941,488.2687,487.3206,487.0701
2249.0672,489.9607,490.4109,488.4569,488.5381,487.048,487.2396,486.6067,487.331,486.7407
2353.1747,490.5285,491.9671,487.1819,488.4317,486.5365,486.9214,487.0558,487.153,487.293
2250.0102,491.5251,489.3078,487.327,487.908,486.8507,487.0973,487.1777,487.1103,486.5414
2105.558,493.0206,489.4858,487.6532,487.3134,487.3459,487.1711,486.7818,486.8023,486.4988
1827.9247,493.3476,489.2914,486.9069,488.7477,488.1874,488.2831,486.5613,486.301,486.6562
1629.7082,491.7288,486.8499,487.0084,487.2384,486.9565,486.9475,487.0947,486.3953,486.9284
1870.7076,490.8201,487.1627,487.8616,487.7273,486.4007,487.7437,485.7908,486.201,486.7906
2222.8082,493.6415,490.4901,486.2772,486.4635,486.8957,486.6135,485.8819,486.9455,486.3679
2095.6987,488.001,489.3738,486.6609,486.4894,487.5516,487.0772,486.8248,486.1638,486.6977
2376.9696,489.1149,492.0589,486.3088,487.3846,486.8366,487.0302,486.2563,486.2557,485.9102
1954.0637,491.8666,489.1378,487.4112,487.245,487.1189,485.6616,486.5124,487.2262,486.4906
1560.9955,493.0408,488.8679,489.0635,485.8356,488.383,486.1119,486.2564,485.7187,486.3366
2160.0175,490.3665,487.9681,486.6868,487.3975,487.3333,486.4586,486.1182,486.6309,485.7306
1511.6875,488.9645,487.8918,486.868,488.3591,487.2367,486.9294,486.3886,486.7041,485.9038
2332.2746,488.5367,488.282,485.9485,487.3622,486.8976,487.0774,485.5701,486.2824,485.8328
2147.4414,487.8488,487.7083,487.4871,486.47,486.1996,487.4659,486.1664,486.531,485.7462
1916.7436,490.2685,487.2487,487.1558,487.4609,487.0477,486.0533,487.0699,486.4965,485.3894
1759.5335,489.8943,487.4428,486.7999,487.6814,486.4677,486.5443,485.9242,485.8175,486.3263
2218.13,488.5671,489.013,486.5305,486.2631,487.1841,486.7212,485.8588,485.8198,486.7148
2013.4391,488.8602,487.5815,487.7128,487.639,487.299,486.668,486.1854,486.1073,486.0642
2257.8645,490.0635,489.8362,486.7775,487.0638,487.4799,486.3703,486.1933,485.8535,486.1298
1884.8436,486.5867,486.9678,487.2949,486.5725,487.572,486.9018,486.6812,486.2851,486.0382
1644.951,488.8358,486.5959,488.9363,486.5975,486.5316,486.5558,485.1649,486.2435,486.1501
1849.4892,488.2705,486.8893,489.041,486.4038,487.4358,487.1201,486.6197,485.5078,486.1125
2281.1022,488.556,488.5494,487.5794,486.7101,487.2973,486.7411,486.4988,485.7085,486.4738
1971.0503,487.6032,489.3952,486.6488,486.828,485.8303,486.2027,485.5284,486.4963,485.9895
2431.162,487.2888,486.6497,488.9081,485.7617,486.4629,486.0236,486.3558,485.6744,485.3161
2140.7494,487.9875,488.2949,487.6445,487.3636,486.8063,487.2534,486.0933,485.4118,486.1791
2251.3065,489.3704,488.2519,488.2896,485.8991,486.3358,486.4454,485.95,486.2771,486.3464
1885.2886,488.8783,487.0491,487.2134,487.8601,486.0984,486.6582,485.9779,486.0465,485.8418
1321.8795,489.3479,488.733,487.2119,486.2879,485.7686,486.378,486.1263,486.052,485.6966
2007.1979,488.1137,488.0444,487.4886,486.9224,486.179,486.2498,486.5279,485.6048,486.0888
