4.223,4.748,4.727,5.158,3.031,3.754,4.479,3.208,3.859,5.49,3.75,3.29,5.347,3.112,4.833,2.606,6.372,5.723,2.493,2.23,2.135,4.742,4.076,5.19,4.595,2.325,5.032,4.502,2.719,3.161,3.857,4.148,3.555,2.063,6.355,4.597,4.208,4.199,3.261,4.589,3.653,3.227,4.117,6.613,2.656,5.964,5.817,3.842,3.722,4.182,4.129,5.491,4.927,2.985,5.988,5.207,3.968,4.104,4.567,5.642,4.02,4.132,4.1,2.989,3.447,2.333,1.733,0.12,3.755,5.784,5.762,3.198,3.051,3.784,4.959,7.974,3.851,4.581,5.202,2.616,4.628,2.99,4.369,6.417,3.284,3.15,2.847,3.262,4.542,3.532,2.682,4.25,5.486,1.744,6.024,4.117,2.037,3.955,6.383,6.272
6.607,5.681,6.216,4.314,7.6,5.745,4.948,3.14,4.471,3.824,4.326,2.537,7.237,8.175,2.61,4.54,3.985,3.143,5.296,1.84,3.42,3.219,0.648,3.58,4.778,5.659,3.623,4.235,4.065,4.62,5.727,4.451,4.897,4.334,4.528,2.18,3.0,4.707,2.855,5.233,3.92,4.739,3.891,4.38,3.799,2.085,2.845,2.146,3.492,0.577,2.56,3.28,3.463,3.081,3.107,3.811,5.256,6.559,4.148,5.008,3.698,2.786,6.277,3.679,4.709,5.69,3.265,4.559,2.814,3.895,4.417,4.27,3.261,2.763,8.632,5.628,3.874,3.679,3.154,2.695,3.197,4.48,4.271,6.342,3.754,4.123,1.808,2.738,4.579,2.299,5.433,3.073,4.343,3.929,3.73,6.385,5.18,3.391,6.236,5.102
5.225,3.336,7.403,4.526,3.556,6.178,2.349,6.618,4.766,3.624,4.603,4.473,1.724,5.587,3.217,1.065,3.802,5.26,4.821,3.202,3.314,3.566,5.558,1.506,6.271,3.235,4.084,4.664,5.203,5.622,3.06,3.493,2.086,3.485,6.513,4.43,3.53,2.619,5.294,3.768,3.765,1.675,7.472,5.489,5.157,3.341,6.126,6.174,3.147,5.592,4.508,5.798,3.054,3.246,4.645,2.873,5.5,3.623,7.575,5.663,2.643,3.855,6.637,5.749,1.74,3.833,4.271,0.167,7.883,3.256,4.074,3.286,6.322,5.672,4.467,2.726,4.336,4.465,3.326,4.548,4.185,4.049,2.601,1.171,4.556,3.954,2.474,3.989,4.157,3.026,6.217,3.922,3.731,6.633,2.737,3.411,1.719,5.023,6.106,3.597
2.683,5.886,3.108,3.85,3.577,4.832,4.523,4.563,3.991,6.621,6.541,2.312,3.652,3.811,5.784,3.845,6.218,5.211,5.91,4.211,3.312,5.253,4.747,5.807,3.971,6.717,4.099,4.481,3.352,3.736,3.864,3.648,4.198,0.543,5.076,5.987,3.785,5.821,4.759,2.718,4.561,3.515,3.782,3.158,5.879,3.366,2.066,5.98,6.061,4.121,5.994,3.784,2.036,3.268,4.441,3.203,3.389,3.283,2.555,6.871,4.357,5.47,3.109,2.093,3.185,6.477,3.436,4.139,5.134,3.136,4.659,2.767,5.249,4.019,4.026,1.018,7.049,4.475,4.543,4.024,3.056,2.745,2.954,4.421,4.357,3.803,6.633,4.043,4.239,4.517,3.582,4.03,4.634,3.704,7.061,4.369,5.43,3.064,3.272,6.348
2.418,6.598,4.224,3.762,4.092,7.467,3.853,5.418,3.27,2.65,0.303,5.158,4.15,5.989,5.321,4.769,5.912,4.221,6.539,5.89,4.485,1.997,2.883,4.682,5.071,3.365,2.938,3.024,4.319,3.112,3.33,4.158,4.228,2.82,4.791,4.599,5.094,3.661,4.993,4.433,5.198,1.73,4.6,3.723,3.25,6.223,4.941,6.05,5.742,3.158,4.678,5.811,3.606,3.319,5.588,4.306,3.491,4.397,4.307,3.215,2.804,3.144,1.431,3.813,3.555,7.154,6.25,4.887,5.497,4.601,1.44,3.3,4.938,4.898,5.599,4.348,6.074,4.933,6.141,3.252,0.977,2.124,5.42,2.789,5.366,3.954,4.645,5.38,4.6,3.41,3.727,4.096,4.698,4.248,4.575,5.175,4.552,6.093,4.09,3.037
4.65,6.413,3.366,3.575,3.411,2.592,5.697,4.326,4.335,4.179,4.752,3.905,5.518,6.319,2.594,4.781,3.315,5.749,6.734,3.953,4.542,2.596,5.501,3.252,4.442,3.927,5.014,2.879,3.361,3.148,1.43,6.052,2.891,4.189,3.014,4.412,4.605,3.323,4.18,2.613,3.261,4.59,4.102,6.523,4.092,5.708,3.629,4.375,1.269,5.002,4.672,5.82,3.823,4.114,3.728,3.753,5.036,3.849,4.227,4.577,6.302,5.268,4.014,4.837,2.976,3.891,3.017,1.989,6.022,5.611,4.026,3.497,3.302,3.905,4.52,2.472,5.774,6.153,4.079,6.56,4.139,4.359,5.568,3.323,4.344,4.109,3.84,6.397,3.439,5.78,4.547,3.506,4.019,7.61,4.385,2.649,1.573,1.978,3.095,3.131
4.551,5.329,3.232,5.482,4.396,6.258,6.199,3.547,2.887,3.28,4.267,4.001,3.138,5.886,3.213,0.436,6.261,3.808,2.965,4.504,3.145,3.569,3.171,2.842,3.42,3.342,2.84,4.261,5.846,3.463,1.212,6.186,1.536,3.188,5.094,0.478,5.774,2.997,2.374,0.159,3.184,2.236,6.245,2.892,6.162,4.585,2.698,4.124,4.952,3.126,3.944,5.144,4.505,6.298,3.789,5.66,1.815,3.525,4.142,6.394,3.626,5.745,5.236,2.618,1.866,5.556,5.59,2.803,5.742,6.06,4.245,4.235,2.783,5.091,4.485,4.935,4.023,4.633,4.474,3.133,8.076,4.042,3.792,5.508,6.109,3.212,3.657,6.424,4.992,2.627,3.604,2.879,3.59,4.955,3.193,4.287,4.516,2.817,5.906,5.046
3.19,6.166,4.087,2.748,6.208,3.091,4.056,2.746,4.413,4.397,4.492,5.265,4.533,3.749,6.016,5.642,1.553,4.207,5.235,3.046,2.975,4.56,3.1,4.141,4.612,3.061,0.429,2.923,3.32,3.663,3.838,3.843,3.556,5.662,2.302,2.74,2.179,0.891,5.015,4.867,2.88,1.112,3.361,6.751,4.45,4.461,1.007,6.654,5.764,2.759,4.597,0.066,3.021,3.269,5.758,3.235,5.665,5.151,5.317,0.382,6.408,7.769,3.813,4.867,4.434,5.426,4.314,4.576,3.646,2.831,5.528,5.539,5.533,2.721,3.026,2.808,5.891,2.8,5.427,3.901,4.24,2.153,6.93,3.59,6.111,3.38,2.957,3.559,3.09,2.877,4.207,5.692,3.954,3.891,3.697,4.565,6.433,3.173,4.301,7.889
3.447,5.9,4.102,3.199,3.358,2.04,4.812,2.68,4.327,6.61,3.07,4.47,5.611,3.544,4.283,7.162,5.894,6.258,2.864,6.151,3.11,5.421,2.889,3.852,4.558,3.169,2.905,3.86,4.076,5.928,1.759,3.667,5.567,3.481,3.607,2.43,5.745,3.68,3.805,1.756,4.551,7.141,4.777,3.376,3.072,3.175,3.646,3.016,6.244,2.717,4.26,3.205,6.09,3.273,4.592,4.19,3.158,4.426,3.332,5.973,5.525,3.543,3.083,3.179,2.806,5.916,2.306,3.038,1.864,4.91,2.648,3.479,4.433,6.25,4.234,3.258,2.619,4.823,3.852,3.643,3.557,3.98,3.757,3.917,3.768,4.88,2.57,2.258,3.649,4.785,1.291,2.137,3.888,5.239,2.333,3.474,6.227,3.229,3.113,6.208
3.073,3.404,4.575,3.807,3.401,6.948,4.418,0.145,4.011,6.633,4.503,3.614,5.521,6.042,3.174,2.51,5.01,5.554,3.212,6.411,3.581,5.645,3.876,3.31,5.297,6.005,0.84,3.708,2.754,4.288,3.27,3.298,0.907,3.77,4.43,6.554,4.103,2.791,2.694,5.999,3.138,2.032,3.579,4.512,3.136,3.403,3.165,0.852,5.18,3.478,5.223,6.73,4.51,5.873,3.824,2.8,0.561,8.061,7.063,6.802,3.973,2.673,3.881,5.565,6.131,4.543,5.725,1.878,4.138,7.732,9.201,0.434,5.198,2.616,4.638,4.474,3.774,6.721,5.409,0.646,4.101,3.18,2.991,2.671,3.892,4.568,4.116,2.88,6.418,4.431,4.491,3.521,3.92,2.839,4.233,3.16,4.714,3.29,3.239,2.948
